Unicode	字	地區	粵拼	備註
U+23719	𣜙	T	？	無
U+2371A	𣜚	T	？	無
U+2371B	𣜛	T	？	無
U+2371C	𣜜	J,T	？	無
U+2371D	𣜝	T	？	無
U+2371E	𣜞	T	？	無
U+2371F	𣜟	T	？	無
U+23720	𣜠	H	hei1	無
U+23721	𣜡	G	？	無
U+23722	𣜢	G	？	無
U+23723	𣜣	G,T	？	無
U+23724	𣜤	G,T	？	無
U+23725	𣜥	G,T	？	無
U+23726	𣜦	G,T	？	無
U+23727	𣜧	G,T	？	無
U+23728	𣜨	G,T	？	無
U+23729	𣜩	G	？	無
U+2372A	𣜪	G	？	無
U+2372B	𣜫	G	？	無
U+2372C	𣜬	G,T	？	無
U+2372D	𣜭	G,H	zin2	無
U+2372E	𣜮	K	？	無
U+2372F	𣜯	H,T	hyun1	無
U+23730	𣜰	V	？	無
U+23731	𣜱	V	？	無
U+23732	𣜲	V	？	無
U+23733	𣜳	V	？	無
U+23734	𣜴	V	？	無
U+23735	𣜵	V	？	無
U+23736	𣜶	V	？	無
U+23737	𣜷	V	？	無
U+23738	𣜸	V	？	無
U+23739	𣜹	G,T	？	無
U+2373A	𣜺	G,T	？	無
U+2373B	𣜻	V	？	無
U+2373C	𣜼	T	？	無
U+2373D	𣜽	G	？	無
U+2373E	𣜾	V	？	無
U+2373F	𣜿	H,J,T,V	jip6	無
U+23740	𣝀	V	？	無
U+23741	𣝁	G,KP,T	？	無
U+23742	𣝂	G,T	？	無
U+23743	𣝃	G,T	？	無
U+23744	𣝄	G,T	？	無
U+23745	𣝅	G,KP,T,V	？	無
U+23746	𣝆	G,T	？	無
U+23747	𣝇	G,T	？	無
U+23748	𣝈	G,KP,T	？	無
U+23749	𣝉	G,KP,T,V	？	無
U+2374A	𣝊	G,KP,T	？	無
U+2374B	𣝋	G,T	？	無
U+2374C	𣝌	G,KP,T	？	無
U+2374D	𣝍	G,KP,T	？	無
U+2374E	𣝎	G,T	？	無
U+2374F	𣝏	G,KP,T	？	無
U+23750	𣝐	G,T	？	無
U+23751	𣝑	G,KP,T	？	無
U+23752	𣝒	G,T	？	無
U+23753	𣝓	G,KP,T	？	無
U+23754	𣝔	G,KP,T	？	無
U+23755	𣝕	G,KP,T	？	無
U+23756	𣝖	G,T	？	無
U+23757	𣝗	G,T	？	無
U+23758	𣝘	G,T	？	無
U+23759	𣝙	G,T	？	無
U+2375A	𣝚	G,KP,T	？	無
U+2375B	𣝛	G,T	？	無
U+2375C	𣝜	G,KP,T	？	無
U+2375D	𣝝	G,T	？	無
U+2375E	𣝞	G,T	？	無
U+2375F	𣝟	G	？	無
U+23760	𣝠	G	？	無
U+23761	𣝡	G	？	無
U+23762	𣝢	G	？	無
U+23763	𣝣	J	？	無
U+23764	𣝤	J	？	無
U+23765	𣝥	T	？	無
U+23766	𣝦	H	ceoi3	無
U+23767	𣝧	T	？	無
U+23768	𣝨	T	？	無
U+23769	𣝩	T	？	無
U+2376A	𣝪	T	？	無
U+2376B	𣝫	T	？	無
U+2376C	𣝬	T	？	無
U+2376D	𣝭	T	？	無
U+2376E	𣝮	T	？	無
U+2376F	𣝯	T	？	無
U+23770	𣝰	T	？	無
U+23771	𣝱	T	？	無
U+23772	𣝲	T	？	無
U+23773	𣝳	T	？	無
U+23774	𣝴	T	？	無
U+23775	𣝵	T	？	無
U+23776	𣝶	T	？	無
U+23777	𣝷	G,T	？	無
U+23778	𣝸	G	？	無
U+23779	𣝹	G,T	？	無
U+2377A	𣝺	G	？	無
U+2377B	𣝻	G,T	？	無
U+2377C	𣝼	G,T	？	無
U+2377D	𣝽	G	？	無
U+2377E	𣝾	G,T	？	無
U+2377F	𣝿	G	？	無
U+23780	𣞀	G	？	無
U+23781	𣞁	H,T	wing4	無
U+23782	𣞂	V	？	無
U+23783	𣞃	V	？	無
U+23784	𣞄	V	？	無
U+23785	𣞅	V	？	無
U+23786	𣞆	G,T	？	無
U+23787	𣞇	G,T	？	無
U+23788	𣞈	G	？	無
U+23789	𣞉	T	？	無
U+2378A	𣞊	V	？	無
U+2378B	𣞋	KP,T	？	無
U+2378C	𣞌	T	？	無
U+2378D	𣞍	V	？	無
U+2378E	𣞎	V	？	無
U+2378F	𣞏	G	？	無
U+23790	𣞐	G,T	？	無
U+23791	𣞑	G,KP,T	？	無
U+23792	𣞒	G,T	？	無
U+23793	𣞓	G,T	？	無
U+23794	𣞔	G,T	？	無
U+23795	𣞕	G,T	？	無
U+23796	𣞖	G,T	？	無
U+23797	𣞗	G,KP,T	？	無
U+23798	𣞘	G,T	？	無
U+23799	𣞙	G,KP,T	？	無
U+2379A	𣞚	G,T	？	無
U+2379B	𣞛	G,T	？	無
U+2379C	𣞜	G,T	？	無
U+2379D	𣞝	G,T	？	無
U+2379E	𣞞	G,T	？	無
U+2379F	𣞟	G,T	？	無
U+237A0	𣞠	G	？	無
U+237A1	𣞡	G	？	無
U+237A2	𣞢	H	ze3	無
U+237A3	𣞣	T	？	無
U+237A4	𣞤	T	？	無
U+237A5	𣞥	T	？	無
U+237A6	𣞦	T	？	無
U+237A7	𣞧	T	？	無
U+237A8	𣞨	T	？	無
U+237A9	𣞩	T	？	無
U+237AA	𣞪	T,V	？	無
U+237AB	𣞫	T	？	無
U+237AC	𣞬	T	？	無
U+237AD	𣞭	T	？	無
U+237AE	𣞮	T	？	無
U+237AF	𣞯	T	？	無
U+237B0	𣞰	G,T	？	無
U+237B1	𣞱	G,KP	？	無
U+237B2	𣞲	G,T	？	無
U+237B3	𣞳	G	？	無
U+237B4	𣞴	G	？	無
U+237B5	𣞵	G,T	？	無
U+237B6	𣞶	G,T,V	？	無
U+237B7	𣞷	G,T	？	無
U+237B8	𣞸	G	？	無
U+237B9	𣞹	G	？	無
U+237BA	𣞺	G	？	無
U+237BB	𣞻	G,T,V	？	無
U+237BC	𣞼	H,T	joeng5	無
U+237BD	𣞽	V	？	無
U+237BE	𣞾	V	？	無
U+237BF	𣞿	T	？	無
U+237C0	𣟀	G,KP	？	無
U+237C1	𣟁	G	？	無
U+237C2	𣟂	H,T,V	fun1	無
U+237C3	𣟃	V	？	無
U+237C4	𣟄	G,KP,T	？	無
U+237C5	𣟅	G,T	？	無
U+237C6	𣟆	G,T	？	無
U+237C7	𣟇	G,T	？	無
U+237C8	𣟈	G,T	？	無
U+237C9	𣟉	G,KP,T	？	無
U+237CA	𣟊	G,KP,T	？	無
U+237CB	𣟋	G,T	？	無
U+237CC	𣟌	G,KP,T	？	無
U+237CD	𣟍	G,T	？	無
U+237CE	𣟎	G,T	？	無
U+237CF	𣟏	G,T	？	無
U+237D0	𣟐	G,T	？	無
U+237D1	𣟑	G,T	？	無
U+237D2	𣟒	G,T	？	無
U+237D3	𣟓	G	？	無
U+237D4	𣟔	G	？	無
U+237D5	𣟕	H	san1	無
U+237D6	𣟖	H	mo4	無
U+237D7	𣟗	H	ji4	無
U+237D8	𣟘	T	？	無
U+237D9	𣟙	T	？	無
U+237DA	𣟚	T	？	無
U+237DB	𣟛	T	？	無
U+237DC	𣟜	T	？	無
U+237DD	𣟝	T	？	無
U+237DE	𣟞	T	？	無
U+237DF	𣟟	T	？	無
U+237E0	𣟠	T	？	無
U+237E1	𣟡	T	？	無
U+237E2	𣟢	T	？	無
U+237E3	𣟣	T	？	無
U+237E4	𣟤	G	？	無
U+237E5	𣟥	G	？	無
U+237E6	𣟦	G	？	無
U+237E7	𣟧	G,J	？	無
U+237E8	𣟨	G,T	？	無
U+237E9	𣟩	V	？	無
U+237EA	𣟪	V	？	無
U+237EB	𣟫	V	？	無
U+237EC	𣟬	KP,T	？	無
U+237ED	𣟭	V	？	無
U+237EE	𣟮	V	？	無
U+237EF	𣟯	G,T	？	無
U+237F0	𣟰	G,KP,T	？	無
U+237F1	𣟱	G	？	無
U+237F2	𣟲	G,T	？	無
U+237F3	𣟳	G,KP,T	？	無
U+237F4	𣟴	G,KP,T	？	無
U+237F5	𣟵	G,KP,T	？	無
U+237F6	𣟶	G,KP,T	？	無
U+237F7	𣟷	G	？	無
U+237F8	𣟸	G,T	？	無
U+237F9	𣟹	G,T	？	無
U+237FA	𣟺	G,T	？	無
U+237FB	𣟻	G,T	？	無
U+237FC	𣟼	G,T	？	無
U+237FD	𣟽	G,KP,T	？	無
U+237FE	𣟾	G,T	？	無
U+237FF	𣟿	J	？	無
U+23800	𣠀	G	？	無
U+23801	𣠁	T	？	無
U+23802	𣠂	T	？	無
U+23803	𣠃	T	？	無
U+23804	𣠄	T	？	無
U+23805	𣠅	T	？	無
U+23806	𣠆	T	？	無
U+23807	𣠇	T	？	無
U+23808	𣠈	T	？	無
U+23809	𣠉	T	？	無
U+2380A	𣠊	T	？	無
U+2380B	𣠋	T	？	無
U+2380C	𣠌	G,T	？	無
U+2380D	𣠍	G	？	無
U+2380E	𣠎	G,T	？	無
U+2380F	𣠏	G,T	？	無
U+23810	𣠐	G,T	？	無
U+23811	𣠑	V	？	無
U+23812	𣠒	V	？	無
U+23813	𣠓	V	？	無
U+23814	𣠔	G,T	？	無
U+23815	𣠕	V	？	無
U+23816	𣠖	V	？	無
U+23817	𣠗	V	？	無
U+23818	𣠘	V	？	無
U+23819	𣠙	G,T	？	無
U+2381A	𣠚	G,T	？	無
U+2381B	𣠛	G,KP,T	？	無
U+2381C	𣠜	G,KP,T	？	無
U+2381D	𣠝	G,KP,T	？	無
U+2381E	𣠞	G,T	？	無
U+2381F	𣠟	G,KP,T	？	無
U+23820	𣠠	G,KP,T	？	無
U+23821	𣠡	G,T	？	無
U+23822	𣠢	G	？	無
U+23823	𣠣	G	？	無
U+23824	𣠤	J	？	無
U+23825	𣠥	T	？	無
U+23826	𣠦	T	？	無
U+23827	𣠧	T	？	無
U+23828	𣠨	T	？	無
U+23829	𣠩	T,V	？	無
U+2382A	𣠪	T	？	無
U+2382B	𣠫	T	？	無
U+2382C	𣠬	T	？	無
U+2382D	𣠭	G,T	？	無
U+2382E	𣠮	G,T	？	無
U+2382F	𣠯	G	？	無
U+23830	𣠰	V	？	無
U+23831	𣠱	V	？	無
U+23832	𣠲	V	？	無
U+23833	𣠳	V	？	無
U+23834	𣠴	G	？	無
U+23835	𣠵	T	？	無
U+23836	𣠶	V	？	無
U+23837	𣠷	G,KP,T	？	無
U+23838	𣠸	G,KP,T	？	無
U+23839	𣠹	G,KP,T	？	無
U+2383A	𣠺	G,H,KP,T,V	cip3	無
U+2383B	𣠻	G,T	？	無
U+2383C	𣠼	G,T	？	無
U+2383D	𣠽	G,J,T	？	無
U+2383E	𣠾	G,T	？	無
U+2383F	𣠿	G,T	？	無
U+23840	𣡀	G,T	？	無
U+23841	𣡁	G	？	無
U+23842	𣡂	G	？	無
U+23843	𣡃	T	？	無
U+23844	𣡄	T	？	無
U+23845	𣡅	T	？	無
U+23846	𣡆	G,T	？	無
U+23847	𣡇	G	？	無
U+23848	𣡈	G	？	無
U+23849	𣡉	G,T	？	無
U+2384A	𣡊	G,T	？	無
U+2384B	𣡋	G	？	無
U+2384C	𣡌	G,T	？	無
U+2384D	𣡍	G,T	？	無
U+2384E	𣡎	G,T	？	無
U+2384F	𣡏	T	？	無
U+23850	𣡐	T	？	無
U+23851	𣡑	T	？	無
U+23852	𣡒	T	？	無
U+23853	𣡓	T,V	？	無
U+23854	𣡔	T	？	無
U+23855	𣡕	G	？	無
U+23856	𣡖	G	？	無
U+23857	𣡗	G	？	無
U+23858	𣡘	G,T	？	無
U+23859	𣡙	V	？	無
U+2385A	𣡚	V	？	無
U+2385B	𣡛	G,KP,T	？	無
U+2385C	𣡜	T	？	無
U+2385D	𣡝	V	？	無
U+2385E	𣡞	G,T	？	無
U+2385F	𣡟	G,KP	？	無
U+23860	𣡠	G,T	？	無
U+23861	𣡡	G	？	無
U+23862	𣡢	T	？	無
U+23863	𣡣	G,T	？	無
U+23864	𣡤	V	？	無
U+23865	𣡥	G,T	？	無
U+23866	𣡦	G	？	無
U+23867	𣡧	G,T	？	無
U+23868	𣡨	T	？	無
U+23869	𣡩	G,KP,T	？	無
U+2386A	𣡪	G,T	？	無
U+2386B	𣡫	G,T	？	無
U+2386C	𣡬	G	？	無
U+2386D	𣡭	T	？	無
U+2386E	𣡮	T	？	無
U+2386F	𣡯	V	？	無
U+23870	𣡰	G	？	無
U+23871	𣡱	T	？	無
U+23872	𣡲	T	？	無
U+23873	𣡳	G,T	？	無
U+23874	𣡴	G,T	？	無
U+23875	𣡵	G	？	無
U+23876	𣡶	G,KP,T	？	無
U+23877	𣡷	G,T	？	無
U+23878	𣡸	G,T	？	無
U+23879	𣡹	V	？	無
U+2387A	𣡺	G,T	？	無
U+2387B	𣡻	T	？	無
U+2387C	𣡼	G,T	？	無
U+2387D	𣡽	G	？	無
U+2387E	𣡾	G	？	無
U+2387F	𣡿	G	？	無
U+23880	𣢀	G,T	？	無
U+23881	𣢁	G,KP,T	？	無
U+23882	𣢂	G,T	？	無
U+23883	𣢃	G,T	？	無
U+23884	𣢄	G,T	？	無
U+23885	𣢅	G,KP,T	？	無
U+23886	𣢆	G,T	？	無
U+23887	𣢇	G,KP,T	？	無
U+23888	𣢈	G	？	無
U+23889	𣢉	G,T	？	無
U+2388A	𣢊	G,KP,T	？	無
U+2388B	𣢋	G,KP,T	？	無
U+2388C	𣢌	G,T	？	無
U+2388D	𣢍	G,KP,T	？	無
U+2388E	𣢎	G,T	？	無
U+2388F	𣢏	G,T	？	無
U+23890	𣢐	G,KP,T	？	無
U+23891	𣢑	G,KP,T	？	無
U+23892	𣢒	G,KP,T	？	無
U+23893	𣢓	G,T	？	無
U+23894	𣢔	T	？	無
U+23895	𣢕	G	？	無
U+23896	𣢖	G	？	無
U+23897	𣢗	G,KP,T	？	無
U+23898	𣢘	G,KP,T	？	無
U+23899	𣢙	G,T	？	無
U+2389A	𣢚	G,T	？	無
U+2389B	𣢛	G,KP,T	？	無
U+2389C	𣢜	G,KP,T	？	無
U+2389D	𣢝	G,KP,T	？	無
U+2389E	𣢞	G,KP,T	？	無
U+2389F	𣢟	G,KP,T	？	無
U+238A0	𣢠	G,KP,T	？	無
U+238A1	𣢡	G,T	？	無
U+238A2	𣢢	G,T	？	無
U+238A3	𣢣	T	？	無
U+238A4	𣢤	G	？	無
U+238A5	𣢥	G	？	無
U+238A6	𣢦	G,T	？	無
U+238A7	𣢧	G,T	？	無
U+238A8	𣢨	G,T	？	無
U+238A9	𣢩	G,T	？	無
U+238AA	𣢪	G,KP,T	？	無
U+238AB	𣢫	G,KP	？	無
U+238AC	𣢬	G,KP,T	？	無
U+238AD	𣢭	G,T	？	無
U+238AE	𣢮	G,T	？	無
U+238AF	𣢯	G,KP,T	？	無
U+238B0	𣢰	G,KP,T	？	無
U+238B1	𣢱	G,KP,T	？	無
U+238B2	𣢲	G,KP,T	？	無
U+238B3	𣢳	G,T	？	無
U+238B4	𣢴	G,T	？	無
U+238B5	𣢵	T	？	無
U+238B6	𣢶	G	？	無
U+238B7	𣢷	G	？	無
U+238B8	𣢸	G	？	無
U+238B9	𣢹	V	？	無
U+238BA	𣢺	G,KP,T	？	無
U+238BB	𣢻	G,T	？	無
U+238BC	𣢼	G	？	無
U+238BD	𣢽	G,T	？	無
U+238BE	𣢾	G	？	無
U+238BF	𣢿	T	？	無
U+238C0	𣣀	T	？	無
U+238C1	𣣁	T	？	無
U+238C2	𣣂	T	？	無
U+238C3	𣣃	T	？	無
U+238C4	𣣄	T	？	無
U+238C5	𣣅	T	？	無
U+238C6	𣣆	T	？	無
U+238C7	𣣇	G	？	無
U+238C8	𣣈	G,KP,T	？	無
U+238C9	𣣉	G,KP,T	？	無
U+238CA	𣣊	G,KP,T	？	無
U+238CB	𣣋	G,T	？	無
U+238CC	𣣌	G,KP,T	？	無
U+238CD	𣣍	G,KP,T	？	無
U+238CE	𣣎	G,KP,T	？	無
U+238CF	𣣏	G,KP,T	？	無
U+238D0	𣣐	G,T	？	無
U+238D1	𣣑	G,KP,T	？	無
U+238D2	𣣒	G,KP,T	？	無
U+238D3	𣣓	G,T	？	無
U+238D4	𣣔	G	？	無
U+238D5	𣣕	G,T	？	無
U+238D6	𣣖	T	？	無
U+238D7	𣣗	T	？	無
U+238D8	𣣘	T	？	無
U+238D9	𣣙	G,T	？	無
U+238DA	𣣚	G	？	無
U+238DB	𣣛	G	？	無
U+238DC	𣣜	G	？	無
U+238DD	𣣝	G,T	？	無
U+238DE	𣣞	G,KP,T	？	無
U+238DF	𣣟	G,KP,T	？	無
U+238E0	𣣠	G,T	？	無
U+238E1	𣣡	G,T	？	無
U+238E2	𣣢	G,T	？	無
U+238E3	𣣣	G,T	？	無
U+238E4	𣣤	G,T	？	無
U+238E5	𣣥	G,T	？	無
U+238E6	𣣦	G,T	？	無
U+238E7	𣣧	G,T	？	無
U+238E8	𣣨	G,KP,T	？	無
U+238E9	𣣩	G,T	？	無
U+238EA	𣣪	G	？	無
U+238EB	𣣫	T	？	無
U+238EC	𣣬	G,T	？	無
U+238ED	𣣭	G	？	無
U+238EE	𣣮	G	？	無
U+238EF	𣣯	G,T	？	無
U+238F0	𣣰	G,T	？	無
U+238F1	𣣱	T	？	無
U+238F2	𣣲	G,KP,T	？	無
U+238F3	𣣳	G,KP,T	？	無
U+238F4	𣣴	G,T	？	無
U+238F5	𣣵	G,T	？	無
U+238F6	𣣶	G,T	？	無
U+238F7	𣣷	G,KP,T	？	無
U+238F8	𣣸	G,T	？	無
U+238F9	𣣹	G,KP,T	？	無
U+238FA	𣣺	G,T	？	無
U+238FB	𣣻	G,T	？	無
U+238FC	𣣼	G,T	？	無
U+238FD	𣣽	G,T	？	無
U+238FE	𣣾	G,T	？	無
U+238FF	𣣿	G,T	？	無
U+23900	𣤀	G,T	？	無
U+23901	𣤁	G,KP,T	？	無
U+23902	𣤂	G,T	？	無
U+23903	𣤃	G,T	？	無
U+23904	𣤄	T	？	無
U+23905	𣤅	T	？	無
U+23906	𣤆	G	？	無
U+23907	𣤇	G,T	？	無
U+23908	𣤈	G,KP,T	？	無
U+23909	𣤉	G,T	？	無
U+2390A	𣤊	G,KP,T	？	無
U+2390B	𣤋	G,KP,T	？	無
U+2390C	𣤌	G,KP,T	？	無
U+2390D	𣤍	G,T	？	無
U+2390E	𣤎	G,T	？	無
U+2390F	𣤏	G,T	？	無
U+23910	𣤐	G,T	？	無
U+23911	𣤑	G,T	？	無
U+23912	𣤒	G,T	？	無
U+23913	𣤓	G	？	無
U+23914	𣤔	T	？	無
U+23915	𣤕	T	？	無
U+23916	𣤖	G	？	無
U+23917	𣤗	G,T	？	無
U+23918	𣤘	G,KP,T	？	無
U+23919	𣤙	G,T	？	無
U+2391A	𣤚	G,T	？	無
U+2391B	𣤛	G	？	無
U+2391C	𣤜	G,T	？	無
U+2391D	𣤝	T	？	無
U+2391E	𣤞	T	？	無
U+2391F	𣤟	G	？	無
U+23920	𣤠	G,T	？	無
U+23921	𣤡	G,T	？	無
U+23922	𣤢	G,KP,T	？	無
U+23923	𣤣	G,T	？	無
U+23924	𣤤	T	？	無
U+23925	𣤥	G,T	？	無
U+23926	𣤦	G	？	無
U+23927	𣤧	G	？	無
U+23928	𣤨	G,KP	？	無
U+23929	𣤩	G,T	？	無
U+2392A	𣤪	G	？	無
U+2392B	𣤫	G	？	無
U+2392C	𣤬	G,T	？	無
U+2392D	𣤭	T	？	無
U+2392E	𣤮	T	？	無
U+2392F	𣤯	G	？	無
U+23930	𣤰	G	？	無
U+23931	𣤱	G,KP,T	？	無
U+23932	𣤲	G,T	？	無
U+23933	𣤳	G	？	無
U+23934	𣤴	G,T	？	無
U+23935	𣤵	G,KP,T	？	無
U+23936	𣤶	G,T	？	無
U+23937	𣤷	G,T	？	無
U+23938	𣤸	G	？	無
U+23939	𣤹	G,KP,T	？	無
U+2393A	𣤺	G,T	？	無
U+2393B	𣤻	G,T	？	無
U+2393C	𣤼	G,T	？	無
U+2393D	𣤽	G	？	無
U+2393E	𣤾	T	？	無
U+2393F	𣤿	G,T	？	無
U+23940	𣥀	G,T	？	無
U+23941	𣥁	G,T	？	無
U+23942	𣥂	G,T	？	無
U+23943	𣥃	G,KP,T	？	無
U+23944	𣥄	G,T	？	無
U+23945	𣥅	G,T	？	無
U+23946	𣥆	G	？	無
U+23947	𣥇	G,KP,T	？	無
U+23948	𣥈	G,T	？	無
U+23949	𣥉	G,KP,T	？	無
U+2394A	𣥊	G,KP,T	？	無
U+2394B	𣥋	G,T	？	無
U+2394C	𣥌	G,T	？	無
U+2394D	𣥍	G,T	？	無
U+2394E	𣥎	G,T	？	無
U+2394F	𣥏	G,T	？	無
U+23950	𣥐	G,T	？	無
U+23951	𣥑	G,T	？	無
U+23952	𣥒	G,T	？	無
U+23953	𣥓	G,T	？	無
U+23954	𣥔	G,T	？	無
U+23955	𣥕	G,T	？	無
U+23956	𣥖	G,T	？	無
U+23957	𣥗	G,T	？	無
U+23958	𣥘	G,T	？	無
U+23959	𣥙	G,T	？	無
U+2395A	𣥚	G	？	無
U+2395B	𣥛	T	？	無
U+2395C	𣥜	T	？	無
U+2395D	𣥝	T	？	無
U+2395E	𣥞	G	？	無
U+2395F	𣥟	G	？	無
U+23960	𣥠	G,T	？	無
U+23961	𣥡	G	？	無
U+23962	𣥢	G,T	？	無
U+23963	𣥣	G,T	？	無
U+23964	𣥤	G	？	無
U+23965	𣥥	G,T	？	無
U+23966	𣥦	G,KP,T	？	無
U+23967	𣥧	G,KP,T	？	無
U+23968	𣥨	G,T	？	無
U+23969	𣥩	G,T	？	無
U+2396A	𣥪	G,T	？	無
U+2396B	𣥫	G,T	？	無
U+2396C	𣥬	G	？	無
U+2396D	𣥭	G,T	？	無
U+2396E	𣥮	G	？	無
U+2396F	𣥯	G	？	無
U+23970	𣥰	G	？	無
U+23971	𣥱	V	？	無
U+23972	𣥲	G,T	？	無
U+23973	𣥳	G,KP,T	？	無
U+23974	𣥴	G,T	？	無
U+23975	𣥵	T	？	無
U+23976	𣥶	G	？	無
U+23977	𣥷	G	？	無
U+23978	𣥸	G,T	？	無
U+23979	𣥹	G,KP,T	？	無
U+2397A	𣥺	G,KP,T	？	無
U+2397B	𣥻	G,T	？	無
U+2397C	𣥼	G,KP,T	？	無
U+2397D	𣥽	G,T	？	無
U+2397E	𣥾	G,KP,T	？	無
U+2397F	𣥿	G,T	？	無
U+23980	𣦀	G	？	無
U+23981	𣦁	G,T	？	無
U+23982	𣦂	G,T	？	無
U+23983	𣦃	G,KP,T	？	無
U+23984	𣦄	G,T	？	無
U+23985	𣦅	G,T	？	無
U+23986	𣦆	V	？	無
U+23987	𣦇	G,KP,T	？	無
U+23988	𣦈	G,T	？	無
U+23989	𣦉	G,T	？	無
U+2398A	𣦊	T	？	無
U+2398B	𣦋	G,T	？	無
U+2398C	𣦌	G	？	無
U+2398D	𣦍	V	？	無
U+2398E	𣦎	V	？	無
U+2398F	𣦏	G	？	無
U+23990	𣦐	G	？	無
U+23991	𣦑	G	？	無
U+23992	𣦒	G	？	無
U+23993	𣦓	V	？	無
U+23994	𣦔	G,T	？	無
U+23995	𣦕	G,T	？	無
U+23996	𣦖	G,T	？	無
U+23997	𣦗	G,KP,T	？	無
U+23998	𣦘	T	？	無
U+23999	𣦙	T	？	無
U+2399A	𣦚	T	？	無
U+2399B	𣦛	V	？	無
U+2399C	𣦜	G,T	？	無
U+2399D	𣦝	G,T	？	無
U+2399E	𣦞	G,T	？	無
U+2399F	𣦟	G,T	？	無
U+239A0	𣦠	G	？	無
U+239A1	𣦡	G,T	？	無
U+239A2	𣦢	G,KP,T	？	無
U+239A3	𣦣	G	？	無
U+239A4	𣦤	T	？	無
U+239A5	𣦥	T	？	無
U+239A6	𣦦	G,KP,T	？	無
U+239A7	𣦧	G,T	？	無
U+239A8	𣦨	G,T	？	無
U+239A9	𣦩	G	？	無
U+239AA	𣦪	G	？	無
U+239AB	𣦫	G	？	無
U+239AC	𣦬	G	？	無
U+239AD	𣦭	G	？	無
U+239AE	𣦮	V	？	無
U+239AF	𣦯	G,T	？	無
U+239B0	𣦰	V	？	無
U+239B1	𣦱	G,T	？	無
U+239B2	𣦲	T	？	無
U+239B3	𣦳	G	？	無
U+239B4	𣦴	G	？	無
U+239B5	𣦵	G,KP,T	？	無
U+239B6	𣦶	G,KP,T	？	無
U+239B7	𣦷	G,KP,T	？	無
U+239B8	𣦸	G,T	？	無
U+239B9	𣦹	G,KP,T	？	無
U+239BA	𣦺	G,T	？	無
U+239BB	𣦻	G,T	？	無
U+239BC	𣦼	G,T	？	無
U+239BD	𣦽	G,T	？	無
U+239BE	𣦾	G	？	無
U+239BF	𣦿	G,T	？	無
U+239C0	𣧀	G,T	？	無
U+239C1	𣧁	G,T	？	無
U+239C2	𣧂	G,H,KP,T	laai5	無
U+239C3	𣧃	G,T	？	無
U+239C4	𣧄	G,KP,T	？	無
U+239C5	𣧅	G,T	？	無
U+239C6	𣧆	G,T	？	無
U+239C7	𣧇	G,T	？	無
U+239C8	𣧈	G	？	無
U+239C9	𣧉	G,T	？	無
U+239CA	𣧊	G,T	？	無
U+239CB	𣧋	G,KP,T	？	無
U+239CC	𣧌	G,T	？	無
U+239CD	𣧍	G,KP,T	？	無
U+239CE	𣧎	G,T	？	無
U+239CF	𣧏	G,T	？	無
U+239D0	𣧐	G,T	？	無
U+239D1	𣧑	G,KP,T	？	無
U+239D2	𣧒	G,T	？	無
U+239D3	𣧓	G,T	？	無
U+239D4	𣧔	G,T	？	無
U+239D5	𣧕	G,T	？	無
U+239D6	𣧖	G,T	？	無
U+239D7	𣧗	G	？	無
U+239D8	𣧘	G	？	無
U+239D9	𣧙	G	？	無
U+239DA	𣧚	G	？	無
U+239DB	𣧛	G	？	無
U+239DC	𣧜	G	？	無
U+239DD	𣧝	G,KP,T	？	無
U+239DE	𣧞	G,KP,T	？	無
U+239DF	𣧟	G,KP,T	？	無
U+239E0	𣧠	G,KP,T	？	無
U+239E1	𣧡	G,KP,T	？	無
U+239E2	𣧢	G,T	？	無
U+239E3	𣧣	G,KP,T	？	無
U+239E4	𣧤	G,KP,T	？	無
U+239E5	𣧥	G,T	？	無
U+239E6	𣧦	G,KP,T	？	無
U+239E7	𣧧	G,T	？	無
U+239E8	𣧨	G,T	？	無
U+239E9	𣧩	G,KP,T	？	無
U+239EA	𣧪	G,T	？	無
U+239EB	𣧫	G,T	？	無
U+239EC	𣧬	G,T	？	無
U+239ED	𣧭	G,T	？	無
U+239EE	𣧮	G,T	？	無
U+239EF	𣧯	T	？	無
U+239F0	𣧰	G,T	？	無
U+239F1	𣧱	T	？	無
U+239F2	𣧲	G,KP,T	？	無
U+239F3	𣧳	G,KP,T	？	無
U+239F4	𣧴	G,T	？	無
U+239F5	𣧵	G,T	？	無
U+239F6	𣧶	G,T	？	無
U+239F7	𣧷	KP,T	？	無
U+239F8	𣧸	G,KP,T	？	無
U+239F9	𣧹	G,KP,T	？	無
U+239FA	𣧺	G	？	無
U+239FB	𣧻	G,KP,T	？	無
U+239FC	𣧼	G,T	？	無
U+239FD	𣧽	G,KP,T	？	無
U+239FE	𣧾	G,KP,T	？	無
U+239FF	𣧿	G,T	？	無
U+23A00	𣨀	G,KP,T	？	無
U+23A01	𣨁	G,T	？	無
U+23A02	𣨂	G	？	無
U+23A03	𣨃	G,T	？	無
U+23A04	𣨄	G	？	無
U+23A05	𣨅	G,KP,T	？	無
U+23A06	𣨆	G,T	？	無
U+23A07	𣨇	G,T	？	無
U+23A08	𣨈	G,T	？	無
U+23A09	𣨉	G,T	？	無
U+23A0A	𣨊	G,KP,T	？	無
U+23A0B	𣨋	G,T	？	無
U+23A0C	𣨌	G,T	？	無
U+23A0D	𣨍	G,KP,T	？	無
U+23A0E	𣨎	G,T	？	無
U+23A0F	𣨏	G,T	？	無
